id,user_id,name,url_part,accessory
37,11138,"Xiaomi Mi 5",xiaomi_mi5,
38,11138,"Sony Xperia Z1 Compact",sony_xperia_z1_compact,
39,11138,"Sony Xperia Z3 Compact D5803,D5833",sony_xperia_z3_compact,
40,11138,"Sony Xperia S",sony_xperia_s,
77,15307,"Samsung Galaxy S4 LTE GT-I9505",samsung_gt_i9500_galaxy_s_4:lte,
165,25675,"Apple iPhone 5s",apple_iphone_5s,
210,31553,"Xiaomi Mi Max Standard",xiaomi_mi_max,
211,31553,"Google Nexus 4",google_nexus_4,
212,31553,"Sony Tablet S",sony_tablet_s,
213,31553,"ZTE Blade S6",zte_blade_s6,
214,31553,"Xiaomi Redmi Note 2",xiaomi_redmi_note_2,
294,41949,"Xiaomi Redmi Note 4 3/64",xiaomi_redmi_note_4:prime,
341,51062,"Xiaomi Mi Max 2 4/64",xiaomi_mi_max_2,
355,53727,"Motorola Moto X Force Droid turbo 2",motorola_moto_x_force,
403,60245,"Asus ZenFone 2 ZE551ML",asus_zenfone_2,
404,60245,"Motorola RAZR",motorola_razr,
405,60245,"Huawei U8800 Ideos X5 Pro",huawei_u8800_ideos_x5_pro,
406,60245,"Archos 43 Internet Tablet",archos_43_internet_tablet,
499,74686,"InFocus M560",infocus_m560,
500,74686,"HTC Desire 601",htc_desire_601,
504,76566,"Xiaomi Mi 5S 3/64",xiaomi_mi_5s,
505,76524,"BlackBerry Z30",blackberry_z30,
701,91869,"Samsung Galaxy S6 Edge SM-G925F",samsung_sm_g925f_galaxy_s6_edge,
739,94439,"Motorola Moto X (2nd Gen)",motorola_moto_x_2nd_gen,
1030,113843,"Motorola Moto Z Play",motorola_moto_z_play," ASUS ZenWatch 2 + Mi Band Pulse + Jabra Extrem 2 ect."
1031,113843,"Chuwi Hi12",chuwi_hi12,"Клавиатура "
1093,118459,"Meizu Pro 5",meizu_pro_5,
1115,120790,"Xiaomi Redmi 3X",xiaomi_redmi_3x,
1116,120790,"Fly Energie IQ440",fly_iq440_energie,
1155,122337,NULL,,
1213,126496,"Google Nexus 6",google_nexus_6,
1459,142649,"Google Nexus 6",google_nexus_6,
1460,142649,"Samsung Galaxy Tab Pro 8.4 LTE",samsung_galaxy_tab_pro_8_4:lte,
1461,142649,"Palm Pixi GSM",palm_pixi_gsm,
1462,142649,"PiPO W4",pipo_w4,
1463,142649,"Asus ZenFone 2 ZE551ML",asus_zenfone_2,
1479,143838,"Honor 9",honor_9,
1480,143838,"Samsung Galaxy J7 (2017) SM-J730F/DS",samsung_samsung_galaxy_j7_2017,
1481,143838,"Samsung Galaxy Note 10.1",samsung_galaxy_note_10_1,
1529,146649,"ZTE Axon 7 A2017G",zte_axon_7,
1577,149179,"Nokia 3650",nokia_3650,BFG9000
1653,153011,"HTC Incredible S",htc_incredible_s,
1670,154259,"Huawei P20 Emily-L29",huawei_p_20,
1704,155801,"Xiaomi Redmi Note 4X Snapdragon 4/64",xiaomi_redmi_note_4x:snapdragon_4_64,
1705,155801,"Google Nexus 4",google_nexus_4,
1731,158015,"Apple iPhone 5",apple_iphone_5,
1748,159058,"ZTE Axon 7 A2017G",zte_axon_7,"Google Daydream"
1749,159058,"Samsung Galaxy Note 2 GT-N7100",samsung_galaxy_note_2,
1750,159058,"HTC One M7",htc_one,
1763,159577,"Sony Ericsson Xperia arc S",sony_ericsson_xperia_arc_s,
1771,160930,"Asus ZenFone 6",asus_zenfone_6,
1825,164094,"OnePlus 3T",oneplus_3t,
1826,164094,"BlackBerry Bold 9780",blackberry_bold_9780,
1827,164094,"HTC Sensation",htc_sensation,
1828,164094,"Lenovo P780",lenovo_p780,
1829,164094,"LG G2",lg_g2,
1881,166858,"Huawei P20 Pro CLT-L29",huawei_p_20_pro,
1882,166858,"Cube i7 Stylus",cube_i7_stylus,
1933,169564,"Xiaomi Mi 2A",xiaomi_mi_2a,
1934,169564,"Samsung Galaxy Note 4 SM-N910C",samsung_galaxy_note_4:sm_n910c,
1935,169564,"Samsung Galaxy A5 (2016) SM-A510F",samsung_galaxy_a5_2016_sm_a510f,
1936,169564,"Samsung Galaxy S7 SM-G930",samsung_galaxy_s7:q,
1937,169564,"Honor 9 Lite",honor_9_lite,
1947,170616,"Xiaomi Redmi 3",xiaomi_redmi_3,
1948,170616,"Google Nexus 4",google_nexus_4,
1949,170616,"ZTE V830 Blade G Lux",zte_v830_blade_g_lux,
2031,175552,"Xiaomi Redmi 1S",xiaomi_hongmi_1s,
2133,181318,"OnePlus 6 6GB RAM",oneplus_6,
2134,181318,"Samsung Galaxy S6 SM-G920F",samsung_sm_g920f_galaxy_s6,
2135,181318,"Samsung Galaxy Note 3 SM-N900",samsung_galaxy_note_3,
2136,181318,"OnePlus 5 8/128",oneplus_5:8_128,
2137,181318,"Dell Axim X51v",dell_axim_x51v,
2209,185736,"Sony Xperia Z3 Compact D5803,D5833",sony_xperia_z3_compact,
2224,186617,"Apple iPhone 8 Plus",apple_iphone_8_plus,
2299,190170,"Xiaomi Redmi 5 Plus 4/64",xiaomi_redmi_5_plus:4_64,
2734,216607,NULL,,
2817,221506,"OnePlus 3T",oneplus_3t,
2856,223001,"Lenovo K900",lenovo_ideaphone_k900,
2860,223683,"ZTE Blade X3",zte_blade_x3,
2861,223683,"Lenovo IdeaTab A3300",lenovo_a3300,
3097,237845,"Meizu M6s",meizu_m6s,
3212,243075,"ONDA V972",onda_v972,
3244,245089,"Xiaomi Redmi 5 Plus 4/64",xiaomi_redmi_5_plus:4_64,
3245,245089,"Xiaomi Mi 4c Prime",xiaomi_mi4c,
3246,245089,"Sony Ericsson Xperia X10 Mini Pro",sony_ericsson_xperia_x10_mini_pro,
3247,245089,"Sony Ericsson Xperia mini pro",sony_ericsson_xperia_mini_pro,
3248,245089,"Xiaomi Mi 2S",xiaomi_mi_2s,
3305,247938,"Xiaomi Mi A1 4/64",xiaomi_mi_a1,
3306,247938,"Xiaomi Redmi Note 4 3/64",xiaomi_redmi_note_4:prime,
3307,247938,"HTC Desire HD",htc_desire_hd,
3308,247938,"HTC Sensation",htc_sensation,
3309,247938,"Sony Xperia Z Ultra",sony_xperia_z_ultra,
3402,253414,"Landvo L500S",landvo_l500s,
3403,253414,"Samsung Galaxy Tab 2 10.1",samsung_galaxy_tab_2_10_1,
3451,257116,"Highscreen Boost 2 SE",highscreen_boost_2_se,
3486,259368,"Doogee S60",doogee_s60,
3692,272949,"Xiaomi Redmi Note 5 4/64",xiaomi_redmi_note_5:4_64,"Xiaomi Redmi Note 2"
3890,287368,"Micromax Canvas Fire 2 A104",micromax_a104_canvas_fire_2,
3894,287301,"Asus P535",asus_p535,
3931,289211,NULL,,
4053,296502,"Jiayu S3 Advanced",jiayu_s3,
4054,296502,"LG G Watch ",lg_g_watch,
4065,296924,"Xiaomi Redmi 4X 3/32",xiaomi_redmi_4x:3_32,
4066,296924,"Samsung Galaxy Tab 2 7.0 3g",samsung_galaxy_tab_2_7_0:3g,
4067,296924,"EVGA Tegra Note 7",evga_tegra_note_7,
4152,303861,"Xiaomi Redmi Note 4 3/32",xiaomi_redmi_note_4,
4173,305199,"Lenovo A390",lenovo_a390,
4225,309261,"Asus ZenFone Max Pro M1 ZB602KL 3/32",asus_zenfone_max_pro_m1_zb602kl,
4307,313392,NULL,,
4334,314858,"HTC Desire 816",htc_desire_816,
4406,320235,"Xiaomi Mi 2S",xiaomi_mi_2s,
4473,325113,"Apple iPhone 6s",iphone_6s,
4569,331126,"LG Optimus One",lg_optimus_one_p500,
4626,334975,"Motorola Moto E Plus (4nd Gen)",motorola_moto_e_plus_4nd_gen,
4627,334975,"Nokia 3",nokia_3,
4636,335519,"Samsung Galaxy S7 EDGE SM-G935",samsung_galaxy_s7_edge:q,
4637,335519,"Yota Devices YotaPhone 2",yota_yotaphone_2,
4638,335519,"Asus  Transformer Book T100",asus_transformer_book_t100,
4639,335519,"NVIDIA Shield",nvidia_shield,
4640,335519,"Lenovo P700",lenovo_p700,
4693,338677,"Xiaomi Mi Max 2 4/64",xiaomi_mi_max_2,
4694,338677,"Xiaomi Redmi 4 Prime",xiaomi_redmi_4:prime,
4794,347775,"ZTE Axon 7 A2017G",zte_axon_7,
4833,351627,"Xiaomi Redmi 5 Plus 4/64",xiaomi_redmi_5_plus:4_64,
4834,351627,"Xiaomi MiPad",xiaomi_mipad,
4869,353916,"Apple iPhone 8 Plus",apple_iphone_8_plus,
4872,353858,"BlackBerry Passport",blackberry_passport,"Pebble Classik"
4873,353858,"BlackBerry PlayBook",blackberry_playbook,"Rapid Charger Ac333"
4874,353858,"BlackBerry Pearl Flip 8230",blackberry_pearl_flip_8230,"Amzer Desktop Cradle"
4875,353858,"Sony Tablet S",sony_tablet_s,"Sony SGP-DS1"
4876,353858,"Nokia N97 mini",nokia_n97_mini,"Nokia BH-505 "
4993,362302,"Samsung Galaxy Note Edge SM-N915F",samsung_sm_n915f_galaxy_note_edge,
5025,364370,"M-Horse Pure 1",m_horse_pure_1,
5043,364905,"Samsung Galaxy S3 GT-I9300",samsung_galaxy_s_3,
5056,366166,"МТС Smart Sprint 4G",mts_smart_sprint_4g,
5127,372814,"Samsung Galaxy S3 GT-I9300",samsung_gt_i9300i_galaxy_s_iii_neo,
5128,372814,"Sony Xperia Z",sony_xperia_z,
5129,372814,"Nokia 5228",nokia_5228,
5130,372814,"Digma iDsD7",digma_idsd7,
5131,372814,"Sony Ericsson Live with Walkman",sony_ericsson_live_with_walkman,
5171,375748,"Sony Ericsson WT18i Walkman",sony_ericsson_wt18i_walkman,
5260,382912,"Apple iPhone 6",iphone_6,
5517,400009,"Sony Xperia Z3",sony_xperia_z3,
5623,406927,"Honor 7X",honor_7x,
5624,406927,"HTC One S",htc_one_s,
5625,406927,"Asus ZenFone 2 Laser ZE550KL",asus_zenfone_2_laser:ze550kl,
5644,408149,"Apple iPhone 7",apple_iphone_7,
5645,408149,"Xiaomi Redmi Note 3 Pro Prime",xiaomi_redmi_note_3_pro:prime,
5646,408149,"Apple iPad mini 2",apple_ipad_mini_2,
5742,415928,"OnePlus 3T",oneplus_3t,"LG G Watch R"
5743,415928,"Google Galaxy Nexus",google_galaxy_nexus,
5744,415928,"Asus Transformer Pad TF300T",asus_transformer_pad_tf300t,
5745,415928,"Google Nexus 5",nexus_5,
5746,415928,"Motorola Moto X Play XT1562",motorola_moto_x_play,
5775,418622,"Meizu M3 Note 2/16",meizu_m3_note,
5776,418581,"Lenovo K3 Music Lemon",lenovo_k3_music_lemon,"LG HBS730"
5831,423863,"ZTE V5 RedBull",zte_v5_redbul,
5947,432829,"Huawei Mate 10 ALP-L29",huawei_mate_10:alp_l29,
5948,432829,"Chuwi Hi12",chuwi_hi12,Stylus
5949,432829,"Sony Xperia Z5 Dual",sony_xperia_z5_dual,
5965,434090,"Huawei U8800 Ideos X5",huawei_u8800_ideos_x5,
6046,440137,"Xiaomi Mi 5S 3/64",xiaomi_mi_5s,
6086,442920,"Samsung Galaxy S6 SM-G920F",samsung_sm_g920f_galaxy_s6,
6087,442920,"Samsung Galaxy S3 GT-I9300",samsung_galaxy_s_3,
6088,442920,"Samsung Galaxy S 2 GT-I9100",samsung_galaxy_s_2_gt_i9100,
6089,442920,"Apple iPad 4 Wi-Fi + Cellular",apple_ipad_4:wi_fi_cellular,
6090,442920,"Samsung Galaxy Note 3 SM-N900",samsung_galaxy_note_3,
6091,442920,"Apple iPad Air Wi-Fi + Cellular",apple_ipad_air:wi_fi_cellular,
6115,444334,"DEXP Ixion ML 5",dexp_ixion_ml,
6116,444334,"Acer Iconia Tab W500",acer_iconia_tab_w500,
6117,444334,"LG G2 mini",lg_g2_mini,
6125,445135,"Samsung Galaxy S9 Plus Exynos",samsung_galaxy_s9_plus:exynos,
6126,445135,"HTC Touch HD",htc_touch_hd_t8282,
6171,448222,"Apple iPhone 6s Plus",iphone_6s_plus,
6192,449629,"OnePlus 3T",oneplus_3t,"128 Gb A3010"
6193,449629,"LG G4 H818",lg_g4,511(702)
6194,449629,"Sony Xperia Z Ultra",sony_xperia_z_ultra,C6802
6195,449629,"LG G Pro 2",lg_g_pro_2,"D838 32Gb SEA"
6273,455256,NULL,,
6302,457374,"HTC One S",htc_one_s,
6361,461989,"Apple iPhone 4S",apple_iphone_4s,
6385,464910,"Apple iPhone 5s",apple_iphone_5s,
6469,470315,"Apple iPhone X",apple_iphone_x,
6533,474596,NULL,,
6574,479052,"Google Nexus 6P",google_nexus_6p,
6575,479052,"Google Nexus 6",google_nexus_6,
6576,479052,"Google Nexus 4",google_nexus_4,
6577,479052,"Google Galaxy Nexus",google_galaxy_nexus,
6578,479052,"Google Nexus One",google_nexus_one,
6582,478980,"Xiaomi Mi 5S 3/64",xiaomi_mi_5s,
6735,490498,"Samsung Galaxy S8 Exynos",samsung_galaxy_s8,
6738,491063,"HTC One (E8) Dual SIM M8Sw, M8Sb, M8Ss, M8Sx",htc_one_e8,
6745,491727,"Huawei Mediapad X2 Honor X2",huawei_mediapad_x2,
6746,491727,"Apple iPhone 6",iphone_6,
6872,501959,"Nokia X2",nokia_x2_new,
6873,501959,"Sony Ericsson Xperia mini pro",sony_ericsson_xperia_mini_pro,
6874,501959,"Nokia E90 Communicator",nokia_e90_communicator,
6875,501959,"Sony Xperia M2 Dual",sony_xperia_m2_dual,
6892,503465,"Asus ZenFone 2 ZE551ML",asus_zenfone_2,
6893,503465,"Xiaomi Redmi 4X 3/32",xiaomi_redmi_4x:3_32,
6953,507434,"Samsung Galaxy Y Duos GT-S6102",samsung_gt_s6102_galaxy_y_duos,
6985,509872,"Xiaomi Redmi Note 3 Pro Prime",xiaomi_redmi_note_3_pro:prime,
7026,512998,"Motorola CHARM",motorola_charm,
7027,512998,"HTC Touch Pro",htc_touch_pro_t7272,
7028,512998,"Motorola DROID 4",motorola_droid_4,
7029,512998,"HTC ChaCha",htc_chacha,
7030,512998,"BQ-mobile BQS-5020 Strike",bq_bqs_5020_strike,
7098,517808,"Apple iPhone 5s",apple_iphone_5s,
7099,517808,"Apple iPad Air 2 Wi-Fi + Cellular",apple_ipad_air_2:wi_fi_cellular,
7100,517808,"Apple iPhone 6",iphone_6,
7125,520030,"Apple iPhone 5",apple_iphone_5,
7162,522426,"Xiaomi Mi 6 6/64",xiaomi_mi_6,
7171,523119,"Meizu M1 Note",meizu_m1_note,
7172,523119,"Sony Ericsson Live with Walkman",sony_ericsson_live_with_walkman,
7247,529626,"Honor 6x 4/64",honor_6x_2016:4_64,"Стереогарнитура Honor Sport AM61"
7249,530594,NULL,,
7353,538750,"Xiaomi Mi Max Standard",xiaomi_mi_max,"Jabra Storm"
7354,538750,"Tele2 Maxi LTE",tele2_maxi_lte,
7468,546047,NULL,,
7479,546578,"HTC Desire 700",htc_desire_700,
7516,549607,"LG V20",lg_v20,
7517,549607,"Microsoft Surface",microsoft_surface,
7518,549607,"Doogee T6 Pro",doogee_t6_pro,
7519,549607,"LG V10",lg_v10,
7520,549607,"ZTE Nubia Z11 6/128",zte_nubia_z11:6_128,
7524,549528,"Acer Liquid E2 Duo",acer_liquid_e2_duo,
7676,563956,"Xiaomi Mi 6 6/128",xiaomi_mi_6:6_128,
7677,563956,"Lenovo P90 Pro",lenovo_p90_pro,
7678,563898,"Samsung Galaxy Note 3 LTE SM-N9005",samsung_galaxy_note_3:lte,"Xiaomi Mi Band"
7679,563898,"Samsung Galaxy S Plus GT-I9001",samsung_gt_i9001_galaxy_s_plus,
7680,563898,"OnePlus 5 6/64",oneplus_5,
7684,564471,"ZTE Blade A510",zte_blade_a510,
7779,573306,"Xiaomi Mi 4 WCDMA",xiaomi_mi4,
7780,573306,"Lenovo Yoga Tablet 10",lenovo_yoga_tablet_10,
7856,579582,"Xiaomi Redmi Note 4 3/64",xiaomi_redmi_note_4:prime,
7859,580253,"Xiaomi Mi Note 2 4/64",xiaomi_mi_note_2,
7860,580253,"Meizu Max",meizu_max,
7872,580783,"Xiaomi Redmi Note 3 Pro Standard",xiaomi_redmi_note_3_pro,
7873,580783,"Samsung Galaxy A5 SM-A500",samsung_sm_a500_galaxy_a5,
7903,583533,"teXet X-driver TM-4104R",texet_tm_4104r,
7915,583485,"Samsung Galaxy S7 EDGE SM-G935",samsung_galaxy_s7_edge:q,"gear fit 2"
7920,584912,"Explay Golf",explay_golf,
7954,587610,"PPTV King 7",pptv_king_7,
7977,588635,"Motorola ATRIX 4G",motorola_atrix_4g,Cardock
7978,588635,"Motorola DROID RAZR",motorola_droid_razr,Lapdock
8024,590523,"Google Nexus 4",google_nexus_4,
8146,599284,NULL,,
8147,599284,"Samsung Galaxy Note 4 SM-N910C",samsung_galaxy_note_4:sm_n910c,
8186,603355,"Huawei P20 Pro CLT-L29",huawei_p_20_pro,
8187,603355,"LG G2",lg_g2,
8188,603355,"Huawei P10 Plus VKY-L29",huawei_p10_plus:vky_l29,
8189,603355,"Xiaomi MiPad",xiaomi_mipad,
8190,603355,"Sony Xperia Z1 Compact",sony_xperia_z1_compact,
8354,616390,"Meizu M5c",meizu_m5c,
8360,617018,"Huawei P10 VTR-L29",huawei_p10:l29,
8376,618955,"UleFone Paris",ulefone_paris,
8377,618955,"Apple iPhone 4",apple_iphone4,
8431,623365,"Xiaomi Redmi 5 Plus 3/32",xiaomi_redmi_5_plus,
8504,628490,"Samsung Galaxy S4 LTE GT-I9505",samsung_gt_i9500_galaxy_s_4:lte,
8570,634046,"PPTV King 7",pptv_king_7,
8608,637075,"Samsung Galaxy S6 SM-G920F",samsung_sm_g920f_galaxy_s6,
8609,637075,"Samsung Galaxy S4 GT-I9500",samsung_gt_i9500_galaxy_s_4,
8610,637075,"HTC One M7",htc_one,
8611,637075,"LG Optimus G Pro",lg_optimus_g_pro,
8612,637075,"Samsung Galaxy Note 3 SM-N900",samsung_galaxy_note_3,
8648,639610,"Prestigio Multiphone 5550 DUO",prestigio_multiphone_5550_duo,
8669,641962,"OnePlus 5T 6/64",oneplus_5t,
8670,641962,"LG G Watch R",lg_g_watch_r,
8709,645121,"Xiaomi Mi 4S",xiaomi_mi4s,
8710,645121,"Xiaomi Redmi 4X 2/16",xiaomi_redmi_4x,
8711,645121,"Sharp Aquos S2 4/64 (SS2)",sharp_aquos_s2,
8737,647664,"HP iPAQ 614",hp_ipaq_614,
8739,647657,"Huawei U8160",huawei_u8160,
8747,649061,"Xiaomi Redmi Note 2",xiaomi_redmi_note_2,
8748,649061,"LG G2",lg_g2,
8749,649061,"OnePlus X E1003",oneplus_x,
8798,652916,"Google Nexus 6P",google_nexus_6p,
8799,652916,"Samsung Galaxy Note 4 SM-N910C",samsung_galaxy_note_4:sm_n910c,
8800,652916,"Google Nexus 5",nexus_5,
8880,664711,"HTC One M9",htc_one_m9,
8881,664711,"HTC One M7",htc_one,
8940,669328,"Acer Liquid E2 Duo",acer_liquid_e2_duo,
8941,669328,"LG G Pad 7.0 ",lg_g_pad_7_0_v400,
8942,669320,"LG Optimus L4 II",lg_optimus_l4_ii,
8944,669261,"Thl W100S",thl_w100s,
9027,677299,"Xiaomi Redmi Note 4X Snapdragon 3/32",xiaomi_redmi_note_4x,
9028,677299,"Google Nexus 4",google_nexus_4,
9029,677299,"Highscreen Verge",highscreen_verge,
9030,677299,"Alcatel POP D5 OT-5038D",alcatel_ot_5038d_pop_d5,
9065,680179,"Xiaomi Redmi Note 5 4/64",xiaomi_redmi_note_5:4_64,
9066,680179,"Huami Amazfit Watch",huami_amazfit_watch,
9074,680839,"Xiaomi Mi Mix 6/256",xiaomi_mi_mix:6_256,
9140,685807,"Sony Xperia ZR C5503",sony_xperia_zr_dogo_c5502_c5503,MP750
9141,685807,"DNS S4003",innos_i3,
9142,685807,"Sony Xperia Z",sony_xperia_z,
9158,686812,"Meizu M3s 2/16",meizu_m3s,
9160,687733,"Xiaomi Mi 5S Plus Standart",xiaomi_mi_5s_plus,
9162,687676,"Xiaomi Mi A1 4/32",xiaomi_mi_a1:4_32,
9163,687676,"ZTE V880H",zte_v880h,
9164,687676,"Keneksi Liberty",keneksi_liberty,
9165,687676,"Prestigio Multiphone 5550 DUO",prestigio_multiphone_5550_duo,
9224,693061,"Jiayu G3",jiayu_g3,
9233,693920,"Apple iPhone 6s Plus",iphone_6s_plus,
9239,694752,"Meizu Pro 5",meizu_pro_5,
9240,694752,"Samsung Galaxy S3 GT-I9300",samsung_galaxy_s_3,
9241,694734,"Motorola RAZR",motorola_razr,
9288,698987,"LeEco Le 2 x527",leeco_le_2:le_2x520,
9317,702152,"Apple iPhone 5s",apple_iphone_5s,
9410,710982,"МегаФон Optima",megafon_optima,
9437,714450,"Google Nexus 4",google_nexus_4,
9454,715968,"Apple iPhone SE",apple_iphone_se,
9481,718951,"Lenovo P770",lenovo_p770,
9482,718951,"Xiaomi Redmi Note 3 Standard Edition",xiaomi_redmi_note_3,
9535,723865,"Xiaomi Redmi Note 3 Pro Standard",xiaomi_redmi_note_3_pro,
9574,727398,"Effire A7",effire_a7,
9615,731536,"Ark Benefit M502 Dual",ark_benefit_m502_dual,
9616,731536,"Nokia N97",nokia_n97,
9617,731536,"ZTE Leo Q1",zte_leo_q1,
9619,731448,"Samsung Galaxy S7 SM-G930FD",samsung_galaxy_s7,
9628,732173,"Samsung Galaxy A3 (2016) SM-A310F",samsung_galaxy_a3_2016_sm_a310f,"Xiaomi Mi band 2"
9675,735204,"Xiaomi Redmi Note 4X Snapdragon 4/64",xiaomi_redmi_note_4x:snapdragon_4_64,
9676,735204,"Asus ZenFone 2 ZE551ML",asus_zenfone_2,
9692,736620,"Apple iPhone 5",apple_iphone_5,
9732,740105,"Apple iPad 4",apple_ipad_4,
9763,743470,"Newman K1B",newman_k1b,
9792,744991,"Apple iPhone 6 Plus",iphone_6_plus,
9794,745771,"Xiaomi Redmi 3S ",xiaomi_redmi_3s,
9871,754444,"OnePlus 3T",oneplus_3t,"Huawei Watch"
9872,754444,"Vernee Apollo Lite",vernee_apollo_lite,
9873,754444,"ZTE Axon 7 A2017G",zte_axon_7,
9874,754444,"Xiaomi Redmi Note 5A 2/16",xiaomi_redmi_note_5a:redmi_note_5a2_16,
9875,754444,"Lenovo K6",lenovo_k6,
9917,759056,"Xiaomi Redmi Note 3 Prime",xiaomi_redmi_note_3:prime,
9918,759056,"DEXP Ixion Y 5",dexp_ixion_y5,
9934,761927,"Apple iPhone 5c",apple_iphone_5c,
9947,762798,"OnePlus One",oneplus_one,
9989,765824,"Xiaomi Redmi 4X 3/32",xiaomi_redmi_4x:3_32,
9990,765824,"Jiayu G2S",jiayu_g2s,
9991,765824,"Apple iPhone 5",apple_iphone_5,
9992,765824,"Samsung SGH-i710",samsung_sgh_i710,
9993,765824,"ZTE V5 RedBull",zte_v5_redbul,
10043,771306,"Fujitsu-Siemens Loox N560",fs_pocket_loox_n560,
10062,774027,"Apple iPhone 4S",apple_iphone_4s,
10074,775092,"Samsung Galaxy Note8 SM-N950F/DS",samsung_galaxy_note8_sm_n950f_fd,"Samsung Gear 3 Frontier"
10078,775060,"DEXP Ixion ML150 Amper M",dexp_ixion_ml150_amper_m,
10079,775060,"Huawei U9500 Ascend D1",huawei_u9500_ascend_d1,
10181,783231,"Xiaomi Redmi 4X 3/32",xiaomi_redmi_4x:3_32,"Moto 360"
10182,783231,"Google Nexus 4",google_nexus_4,
10183,783208,"Fly Quad Ego Vision 1 IQ452",fly_iq452_quad_ego_vision_1,
10197,784725,"Samsung Galaxy Note GT-N7000",samsung_gt_n7000_galaxy_note,
10234,788602,"Meizu Pro 7",meizu_pro_7,"Mi Band 2"
10235,788602,"Meizu MX4",meizu_mx4,
10244,789165,"Samsung Galaxy Note9 Exynos",samsung_galaxy_note9,"Garmin Fenix 3 HR sapphire"
10245,789165,"Lenovo Vibe Z2 Pro",lenovo_vibe_z2_pro,
10246,789165,"Apple iPad mini Retina",ipad_mini_retina,
10247,789165,"Xiaomi Redmi Note 3 Pro Prime",xiaomi_redmi_note_3_pro:prime,"Xiaomi Mi Band"
10248,789165,"Apple iPhone 6s Plus",iphone_6s_plus,
10259,790036,"Xiaomi Redmi Note 4 3/64",xiaomi_redmi_note_4:prime,"Защитное стекло"
10341,798178,"Honor View 10 4/64",honor_v10,
10342,798178,"Samsung Galaxy Gio GT-S5660",samsung_gt_s5660_galaxy_gio,
10343,798178,"Samsung Galaxy Note GT-N7000",samsung_gt_n7000_galaxy_note,
10344,798178,"Asus ZenFone 2 ZE551ML",asus_zenfone_2,
10349,799008,"LG G4 H818",lg_g4,
10357,799673,"Xiaomi Redmi 4X 4/64",xiaomi_redmi_4x:4_64,
10358,799673,"Google Nexus 7 LTE (2013)",nexus_7_2013:32gb_lte,
10359,799673,"Google Nexus 5",nexus_5,
10367,800489,"Google Nexus 4",google_nexus_4,
10422,804690,"Google Nexus 5",nexus_5,
10453,807678,"Huawei Mate 10 Pro 6/128",huawei_mate_10_pro:6_128,
10454,807678,"Xiaomi Mi 5",xiaomi_mi5,
10455,807678,"Apple iPad Pro 10.5 Wi‑Fi + Cellular",apple_ipad_pro_10_5:ipad_pro_10_5wi_8209_fi_cellular,
10456,807678,"Asus ZenFone 3 Zoom ZE553KL",asus_zenfone_3_zoom_ze553kl,"Бампер Nillkin"
10457,807678,"Apple iPad mini Retina",ipad_mini_retina,
10604,819596,"Meizu Pro 6 ",meizu_pro_6,
10605,819596,"Xiaomi Mi Max 2 4/64",xiaomi_mi_max_2,
10606,819596,"Xiaomi Redmi Note 4X Snapdragon 4/64",xiaomi_redmi_note_4x:snapdragon_4_64,
10607,819596,"Gigabyte GSmart G1345 Sunfish",gigabyte_gsmart_g1345,
10628,821889,"Samsung Galaxy Note 3 LTE SM-N9005",samsung_galaxy_note_3:lte,
10637,821843,"Xiaomi Redmi 4 Prime",xiaomi_redmi_4:prime,
10638,821843,"Xiaomi Mi 2S",xiaomi_mi_2s,
10639,821843,"Xiaomi Mi 5S 3/64",xiaomi_mi_5s,
10640,821843,"Xiaomi Redmi 3S ",xiaomi_redmi_3s,
10641,821843,"Xiaomi Redmi 3 Pro",xiaomi_redmi_3_pro,
10678,823838,"Highscreen Jet Duo",highscreen_jet_duo,
10730,829258,"Xiaomi Redmi 4X 3/32",xiaomi_redmi_4x:3_32,
10731,829258,"Meizu M3 Note 3/32",meizu_m3_note:prime,
10752,829891,"Sony Xperia T2 Ultra Dual",sony_xperia_t2_ultra_dual,
10753,830748,NULL,,
10770,832468,"Motorola DROID RAZR M",motorola_droid_razr_m,
10771,832408,"Xiaomi Redmi 3",xiaomi_redmi_3,
10772,832408,"ZUK Z2",zuk_z2,
10775,832338,"Apple iPhone 5s",apple_iphone_5s,
10806,835893,"Prestigio MultiPhone 5044 DUO",prestigio_multiphone_5044_duo,
10823,837625,"Huawei P20 Pro CLT-L29",huawei_p_20_pro,
10824,837625,"Sony Xperia XZ Dual F8332",sony_xperia_xz,
10825,837625,"Sony Xperia Z3",sony_xperia_z3,
10826,837625,"Sony Ericsson Xperia X1",sony_ericsson_xperia_x1,
10827,837625,"Sony Ericsson K790i",sony_ericcson_k790i,
10881,842171,"Xiaomi Redmi 3S Prime",xiaomi_redmi_3s:redmi_3s_pro,
10882,842171,"Jiayu S3 Advanced",jiayu_s3,
10900,842924,"Highscreen Alpha Rage",highscreen_alpha_rage,
10931,845126,NULL,,
10969,849255,"OnePlus 3T",oneplus_3t,
10970,849255,"Xiaomi Redmi 3",xiaomi_redmi_3,
10971,849255,"Xiaomi Redmi Note 3 Pro Prime",xiaomi_redmi_note_3_pro:prime,
11050,857424,"Xiaomi Mi 5",xiaomi_mi5,
11051,857424,"Apple iPad Air Wi-Fi + Cellular",apple_ipad_air:wi_fi_cellular,"Оф. SmartCase"
11052,857424,"Xiaomi Mi 4 WCDMA",xiaomi_mi4,"Оф. деревянная крышка + Apple EarPods"
